Country,Region,Residence,Ethnicity,SocDem,Version,Ref-ID,Year1,Year2,TypeLT,Sex,Age,AgeInt,m(x),q(x),l(x),d(x),L(x),T(x),e(x),e(x)Orig
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,70,1,0.04898,0.04781,53632,2564,52350,570136,10.63,10.62
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,71,1,0.0529,0.05154,51068,2632,49752,517786,10.14,10.13
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,72,1,0.05732,0.05572,48436,2699,47086,468034,9.66,9.66
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,73,1,0.06276,0.06085,45737,2783,44346,420948,9.2,9.2
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,74,1,0.06234,0.06046,42954,2597,41656,376602,8.77,8.76
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,75,1,0.06858,0.06631,40357,2676,39019,334947,8.3,8.29
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,76,1,0.07615,0.07335,37681,2764,36299,295928,7.85,7.84
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,77,1,0.07839,0.07544,34917,2634,33600,259629,7.44,7.43
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,78,1,0.08247,0.07921,32283,2557,31004,226029,7,6.99
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,79,1,0.09368,0.08948,29726,2660,28396,195024,6.56,6.55
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,80,1,0.09891,0.09425,27066,2551,25790,166628,6.16,6.14
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,81,1,0.11719,0.11071,24515,2714,23158,140838,5.74,5.73
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,82,1,0.12594,0.11848,21801,2583,20510,117680,5.4,5.38
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,83,1,0.13652,0.1278,19218,2456,17990,97170,5.06,5.04
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,84,1,0.15381,0.14282,16762,2394,15565,79180,4.72,4.71
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,85,1,0.16369,0.15131,14368,2174,13281,63615,4.43,4.41
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,86,1,0.18579,0.17,12194,2073,11158,50334,4.13,4.11
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,87,1,0.18219,0.16698,10121,1690,9276,39177,3.87,3.85
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,88,1,0.20159,0.18313,8431,1544,7659,29901,3.55,3.52
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,89,1,0.26007,0.23014,6887,1585,6094,22242,3.23,3.2
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,90,1,0.27798,0.24406,5302,1294,4655,16147,3.05,3.01
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,91,1,0.28734,0.25125,4008,1007,3504,11492,2.87,2.82
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,92,1,0.28953,0.25292,3001,759,2622,7988,2.66,2.61
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,93,1,0.36373,0.30776,2242,690,1897,5366,2.39,2.32
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,94,1,0.4062,0.33763,1552,524,1290,3469,2.24,2.14
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,95,1,0.43746,0.35895,1028,369,844,2179,2.12,1.99
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,96,1,0.45896,0.37329,659,246,536,1336,2.03,1.84
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,97,1,0.48048,0.38741,413,160,333,800,1.94,1.67
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,98,1,0.49261,0.39526,253,100,203,467,1.84,1.42
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,99,1,0.5082,0.40523,153,62,122,264,1.72,1.06
BGR,0,S020,0,0,1,3100.12,2018,2020,1,1,100,99,0.64248,1,91,91,142,142,1.56,0.47
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,0,1,0.00755,0.0075,100000,750,99304,7662529,76.63,76.65
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,1,1,4e-04,4e-04,99250,40,99230,7563225,76.2,76.23
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,2,1,0.00052,0.00052,99210,52,99184,7463995,75.23,75.26
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,3,1,0.00033,0.00033,99158,33,99142,7364811,74.27,74.3
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,4,1,0.00026,0.00026,99125,26,99112,7265669,73.3,73.32
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,5,1,0.00013,0.00013,99099,13,99092,7166557,72.32,72.34
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,6,1,2e-04,2e-04,99086,20,99076,7067465,71.33,71.35
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,7,1,0.00016,0.00016,99066,16,99058,6968389,70.34,70.36
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,8,1,0.00012,0.00012,99050,12,99044,6869331,69.35,69.37
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,9,1,0.00012,0.00012,99038,12,99032,6770287,68.36,68.38
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,10,1,0.00012,0.00012,99026,12,99020,6671255,67.37,67.39
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,11,1,0.00011,0.00011,99014,11,99008,6572235,66.38,66.4
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,12,1,0.00018,0.00018,99003,18,98994,6473226,65.38,65.41
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,13,1,3e-04,3e-04,98985,30,98970,6374232,64.4,64.42
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,14,1,0.00067,0.00067,98955,66,98922,6275262,63.42,63.44
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,15,1,0.00041,0.00041,98889,41,98868,6176340,62.46,62.48
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,16,1,0.00024,0.00024,98848,24,98836,6077472,61.48,61.5
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,17,1,0.00024,0.00024,98824,24,98812,5978636,60.5,60.52
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,18,1,0.00024,0.00024,98800,24,98788,5879824,59.51,59.53
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,19,1,0.00045,0.00045,98776,44,98754,5781036,58.53,58.55
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,20,1,0.00032,0.00032,98732,32,98716,5682282,57.55,57.57
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,21,1,0.00045,0.00045,98700,44,98678,5583566,56.57,56.59
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,22,1,0.00014,0.00014,98656,14,98649,5484888,55.6,55.62
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,23,1,0.00057,0.00057,98642,56,98614,5386239,54.6,54.63
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,24,1,6e-04,6e-04,98586,59,98556,5287625,53.63,53.66
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,25,1,0.00019,0.00019,98527,19,98518,5189068,52.67,52.69
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,26,1,0.00053,0.00053,98508,52,98482,5090551,51.68,51.7
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,27,1,0.00046,0.00046,98456,45,98434,4992069,50.7,50.73
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,28,1,0.0012,0.0012,98411,118,98352,4893635,49.73,49.75
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,29,1,0.00049,0.00049,98293,48,98269,4795283,48.79,48.81
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,30,1,0.00043,0.00043,98245,42,98224,4697014,47.81,47.83
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,31,1,0.00126,0.00126,98203,124,98141,4598790,46.83,46.85
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,32,1,0.00095,0.00095,98079,93,98032,4500649,45.89,45.91
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,33,1,0.00042,0.00042,97986,41,97966,4402617,44.93,44.95
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,34,1,0.00105,0.00105,97945,103,97894,4304651,43.95,43.97
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,35,1,0.00099,0.00099,97842,97,97794,4206758,43,43.02
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,36,1,0.00247,0.00247,97745,241,97624,4108964,42.04,42.06
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,37,1,0.00142,0.00142,97504,138,97435,4011340,41.14,41.11
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,38,1,0.00153,0.00153,97366,149,97292,3913905,40.2,40.16
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,39,1,0.00171,0.00171,97217,166,97134,3816613,39.26,39.22
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,40,1,0.00144,0.00144,97051,140,96981,3719479,38.32,38.28
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,41,1,0.00256,0.00256,96911,248,96787,3622498,37.38,37.34
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,42,1,0.00249,0.00248,96663,240,96543,3525711,36.47,36.39
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,43,1,0.00267,0.00267,96423,257,96294,3429168,35.56,35.49
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,44,1,0.0027,0.00269,96166,259,96036,3332874,34.66,34.57
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,45,1,0.00329,0.00328,95907,315,95750,3236837,33.75,33.66
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,46,1,0.00336,0.00336,95592,321,95432,3141088,32.86,32.75
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,47,1,0.00314,0.00314,95271,299,95122,3045656,31.97,31.86
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,48,1,0,0,94972,0,94972,2950535,31.07,30.97
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,49,1,0.00418,0.00417,94972,396,94774,2855563,30.07,30.06
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,50,1,0.00415,0.00414,94576,392,94380,2760789,29.19,29.19
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,51,1,0.00448,0.00447,94184,421,93974,2666409,28.31,28.31
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,52,1,0.00459,0.00458,93763,429,93548,2572435,27.44,27.43
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,53,1,0.00447,0.00446,93334,416,93126,2478887,26.56,26.55
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,54,1,0.00627,0.00625,92918,581,92628,2385761,25.68,25.67
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,55,1,0.00603,0.00601,92337,555,92060,2293133,24.83,24.83
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,56,1,0.00699,0.00696,91782,639,91462,2201074,23.98,23.98
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,57,1,0.00809,0.00805,91143,734,90776,2109611,23.15,23.14
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,58,1,0.0073,0.00728,90409,658,90080,2018835,22.33,22.32
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,59,1,0.00981,0.00976,89751,876,89313,1928755,21.49,21.48
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,60,1,0.01027,0.01022,88875,908,88421,1839442,20.7,20.69
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,61,1,0.01126,0.0112,87967,985,87474,1751021,19.91,19.9
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,62,1,0.01125,0.01119,86982,973,86496,1663547,19.13,19.12
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,63,1,0.01177,0.0117,86009,1006,85506,1577051,18.34,18.33
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,64,1,0.01317,0.01308,85003,1112,84447,1491545,17.55,17.54
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,65,1,0.01746,0.01731,83891,1452,83165,1407098,16.77,16.77
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,66,1,0.01883,0.01866,82439,1538,81670,1323933,16.06,16.05
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,67,1,0.02,0.0198,80901,1602,80100,1242263,15.36,15.35
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,68,1,0.02211,0.02187,79299,1734,78432,1162163,14.66,14.65
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,69,1,0.02329,0.02303,77565,1786,76672,1083731,13.97,13.96
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,70,1,0.02507,0.02476,75779,1876,74841,1007059,13.29,13.28
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,71,1,0.02632,0.02598,73903,1920,72943,932218,12.61,12.61
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,72,1,0.02972,0.02928,71983,2108,70929,859275,11.94,11.93
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,73,1,0.03171,0.03121,69875,2181,68784,788346,11.28,11.27
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,74,1,0.03577,0.03514,67694,2379,66504,719562,10.63,10.62
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,75,1,0.03974,0.03897,65315,2545,64042,653057,10,9.99
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,76,1,0.04476,0.04378,62770,2748,61396,589015,9.38,9.37
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,77,1,0.05098,0.04972,60022,2984,58530,527619,8.79,8.78
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,78,1,0.05544,0.05395,57038,3077,55500,469089,8.22,8.21
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,79,1,0.06127,0.05945,53961,3208,52357,413589,7.66,7.65
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,80,1,0.07064,0.06823,50753,3463,49022,361232,7.12,7.1
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,81,1,0.08122,0.07805,47290,3691,45444,312211,6.6,6.59
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,82,1,0.09618,0.09177,43599,4001,41598,266766,6.12,6.1
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,83,1,0.10701,0.10157,39598,4022,37587,225168,5.69,5.67
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,84,1,0.11929,0.11258,35576,4005,33574,187581,5.27,5.25
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,85,1,0.14142,0.13208,31571,4170,29486,154007,4.88,4.85
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,86,1,0.15273,0.14189,27401,3888,25457,124521,4.54,4.51
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,87,1,0.16251,0.1503,23513,3534,21746,99064,4.21,4.18
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,88,1,0.18439,0.16883,19979,3373,18292,77318,3.87,3.83
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,89,1,0.20788,0.18831,16606,3127,15042,59026,3.55,3.51
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,90,1,0.24332,0.21693,13479,2924,12017,43983,3.26,3.21
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,91,1,0.27356,0.24064,10555,2540,9285,31966,3.03,2.96
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,92,1,0.28706,0.25103,8015,2012,7009,22681,2.83,2.75
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,93,1,0.33989,0.29052,6003,1744,5131,15672,2.61,2.51
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,94,1,0.37039,0.31251,4259,1331,3594,10541,2.48,2.33
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,95,1,0.39216,0.32787,2928,960,2448,6948,2.37,2.18
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,96,1,0.40881,0.33943,1968,668,1634,4500,2.29,2.01
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,97,1,0.42311,0.34923,1300,454,1073,2866,2.2,1.81
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,98,1,0.43278,0.35579,846,301,696,1793,2.12,1.52
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,99,1,0.44395,0.3633,545,198,446,1097,2.01,1.11
BGR,0,S020,0,0,1,3100.12,2018,2020,1,2,100,99,0.53288,1,347,347,651,651,1.88,0.48
BGR,0,S020,0,0,1,3100.12,2018,2020,2,1,0,1,0.00803,0.00797,100000,797,99262,6903894,69.04,69.05
BGR,0,S020,0,0,1,3100.12,2018,2020,2,1,1,4,0.00125,0.005,99203,496,395347,6804632,68.59,68.61
BGR,0,S020,0,0,1,3100.12,2018,2020,2,1,5,5,0.00021,0.00103,98707,102,493232,6409285,64.93,64.95
BGR,0,S020,0,0,1,3100.12,2018,2020,2,1,10,5,0.00028,0.00139,98605,137,492756,5916053,60,60.01
BGR,0,S020,0,0,1,3100.12,2018,2020,2,1,15,5,0.00087,0.00433,98468,426,491333,5423296,55.08,55.09
BGR,0,S020,0,0,1,3100.12,2018,2020,2,1,20,5,0.00112,0.00561,98042,550,488983,4931963,50.3,50.32
BGR,0,S020,0,0,1,3100.12,2018,2020,2,1,25,5,0.00142,0.00708,97492,690,485757,4442980,45.57,45.59
BGR,0,S020,0,0,1,3100.12,2018,2020,2,1,30,5,0.00161,0.00804,96802,778,482077,3957223,40.88,40.89
BGR,0,S020,0,0,1,3100.12,2018,2020,2,1,35,5,0.00244,0.01212,96024,1164,477476,3475146,36.19,36.2
BGR,0,S020,0,0,1,3100.12,2018,2020,2,1,40,5,0.00529,0.02612,94860,2478,468862,2997670,31.6,31.62
BGR,0,S020,0,0,1,3100.12,2018,2020,2,1,45,5,0.00615,0.03042,92382,2810,456755,2528808,27.37,27.21
BGR,0,S020,0,0,1,3100.12,2018,2020,2,1,50,5,0.01164,0.05668,89572,5077,436042,2072053,23.13,23.13
BGR,0,S020,0,0,1,3100.12,2018,2020,2,1,55,5,0.01908,0.09127,84495,7712,404289,1636011,19.36,19.36
BGR,0,S020,0,0,1,3100.12,2018,2020,2,1,60,5,0.02789,0.13069,76783,10035,359790,1231722,16.04,16.04
BGR,0,S020,0,0,1,3100.12,2018,2020,2,1,65,5,0.04346,0.1965,66748,13116,301796,871932,13.06,13.06
BGR,0,S020,0,0,1,3100.12,2018,2020,2,1,70,5,0.05644,0.24752,53632,13275,235190,570136,10.63,10.62
BGR,0,S020,0,0,1,3100.12,2018,2020,2,1,75,5,0.07896,0.32934,40357,13291,168318,334947,8.3,8.29
BGR,0,S020,0,0,1,3100.12,2018,2020,2,1,80,5,0.12327,0.46915,27066,12698,103013,166628,6.16,6.14
BGR,0,S020,0,0,1,3100.12,2018,2020,2,1,85,5,0.19099,0.63099,14368,9066,47468,63615,4.43,4.41
BGR,0,S020,0,0,1,3100.12,2018,2020,2,1,90,5,0.30599,0.80611,5302,4274,13968,16147,3.05,3.01
BGR,0,S020,0,0,1,3100.12,2018,2020,2,1,95,5,0.45988,0.91148,1028,937,2038,2179,2.12,1.99
BGR,0,S020,0,0,1,3100.12,2018,2020,2,1,100,99,0.64248,1,91,91,142,142,1.56,0.47
BGR,0,S020,0,0,1,3100.12,2018,2020,2,2,0,1,0.00755,0.0075,100000,750,99304,7662529,76.63,76.65
BGR,0,S020,0,0,1,3100.12,2018,2020,2,2,1,4,0.00038,0.00152,99250,151,396668,7563225,76.2,76.23
BGR,0,S020,0,0,1,3100.12,2018,2020,2,2,5,5,0.00015,0.00074,99099,73,495302,7166557,72.32,72.34
BGR,0,S020,0,0,1,3100.12,2018,2020,2,2,10,5,0.00028,0.00138,99026,137,494914,6671255,67.37,67.39
BGR,0,S020,0,0,1,3100.12,2018,2020,2,2,15,5,0.00032,0.00159,98889,157,494058,6176340,62.46,62.48
BGR,0,S020,0,0,1,3100.12,2018,2020,2,2,20,5,0.00042,0.00208,98732,205,493214,5682282,57.55,57.57
BGR,0,S020,0,0,1,3100.12,2018,2020,2,2,25,5,0.00057,0.00286,98527,282,492054,5189068,52.67,52.69
BGR,0,S020,0,0,1,3100.12,2018,2020,2,2,30,5,0.00082,0.0041,98245,403,490256,4697014,47.81,47.83
BGR,0,S020,0,0,1,3100.12,2018,2020,2,2,35,5,0.00162,0.00808,97842,791,487278,4206758,43,43.02
BGR,0,S020,0,0,1,3100.12,2018,2020,2,2,40,5,0.00237,0.01179,97051,1144,482642,3719479,38.32,38.28
BGR,0,S020,0,0,1,3100.12,2018,2020,2,2,45,5,0.0028,0.01388,95907,1331,476048,3236837,33.75,33.66
BGR,0,S020,0,0,1,3100.12,2018,2020,2,2,50,5,0.00479,0.02367,94576,2239,467656,2760789,29.19,29.19
BGR,0,S020,0,0,1,3100.12,2018,2020,2,2,55,5,0.00763,0.03749,92337,3462,453691,2293133,24.83,24.83
BGR,0,S020,0,0,1,3100.12,2018,2020,2,2,60,5,0.01153,0.05608,88875,4984,432344,1839442,20.7,20.69
BGR,0,S020,0,0,1,3100.12,2018,2020,2,2,65,5,0.02028,0.0967,83891,8112,400039,1407098,16.77,16.77
BGR,0,S020,0,0,1,3100.12,2018,2020,2,2,70,5,0.02956,0.13809,75779,10464,354002,1007059,13.29,13.28
BGR,0,S020,0,0,1,3100.12,2018,2020,2,2,75,5,0.0499,0.22295,65315,14562,291825,653057,10,9.99
BGR,0,S020,0,0,1,3100.12,2018,2020,2,2,80,5,0.09257,0.37795,50753,19182,207225,361232,7.12,7.1
BGR,0,S020,0,0,1,3100.12,2018,2020,2,2,85,5,0.16444,0.57306,31571,18092,110024,154007,4.88,4.85
BGR,0,S020,0,0,1,3100.12,2018,2020,2,2,90,5,0.28489,0.78277,13479,10551,37036,43983,3.26,3.21
BGR,0,S020,0,0,1,3100.12,2018,2020,2,2,95,5,0.40991,0.88149,2928,2581,6296,6948,2.37,2.18
BGR,0,S020,0,0,1,3100.12,2018,2020,2,2,100,99,0.53288,1,347,347,651,651,1.88,0.48
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,0,1,0.00663,0.00659,100000,659,99387,6853018,68.53,68.83
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,1,1,0.00079,0.00079,99341,78,99302,6753631,67.98,67.98
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,2,1,0.00038,0.00038,99263,38,99244,6654329,67.04,67.04
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,3,1,0.00052,0.00052,99225,52,99199,6555085,66.06,66.06
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,4,1,0.00026,0.00026,99173,26,99160,6455886,65.1,65.1
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,5,1,0.00018,0.00018,99147,18,99138,6356726,64.11,64.11
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,6,1,3e-04,3e-04,99129,30,99114,6257588,63.13,63.13
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,7,1,0.00012,0.00012,99099,12,99093,6158474,62.14,62.14
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,8,1,3e-04,3e-04,99087,30,99072,6059381,61.15,61.15
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,9,1,6e-05,6e-05,99057,6,99054,5960309,60.17,60.17
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,10,1,0.00011,0.00011,99051,11,99046,5861255,59.17,59.17
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,11,1,0.00033,0.00033,99040,33,99024,5762209,58.18,58.18
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,12,1,0.00021,0.00021,99007,21,98996,5663186,57.2,57.2
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,13,1,0.00011,0.00011,98986,11,98980,5564189,56.21,56.21
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,14,1,0.00023,0.00023,98975,23,98964,5465209,55.22,55.22
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,15,1,0.00033,0.00033,98952,33,98936,5366245,54.23,54.23
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,16,1,5e-04,5e-04,98919,49,98894,5267310,53.25,53.25
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,17,1,0.00068,0.00068,98870,67,98836,5168415,52.27,52.27
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,18,1,0.00086,0.00086,98803,85,98760,5069579,51.31,51.31
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,19,1,0.00119,0.00119,98718,117,98660,4970818,50.35,50.35
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,20,1,0.00156,0.00156,98601,154,98524,4872159,49.41,49.41
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,21,1,0.00108,0.00108,98447,106,98394,4773635,48.49,48.49
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,22,1,0.00118,0.00118,98341,116,98283,4675241,47.54,47.54
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,23,1,0.00146,0.00146,98225,143,98154,4576958,46.6,46.6
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,24,1,0.00162,0.00162,98082,159,98002,4478804,45.66,45.66
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,25,1,0.00152,0.00152,97923,149,97848,4380802,44.74,44.74
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,26,1,0.00121,0.00121,97774,118,97715,4282953,43.8,43.8
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,27,1,0.00132,0.00132,97656,129,97592,4185238,42.86,42.86
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,28,1,0.00127,0.00127,97527,124,97465,4087647,41.91,41.91
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,29,1,0.0017,0.00169,97403,165,97320,3990182,40.97,40.96
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,30,1,0.00161,0.0016,97238,156,97160,3892861,40.03,40.03
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,31,1,0.0014,0.0014,97082,136,97014,3795701,39.1,39.1
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,32,1,0.00178,0.00177,96946,172,96860,3698687,38.15,38.15
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,33,1,0.00195,0.00195,96774,189,96680,3601827,37.22,37.22
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,34,1,0.00191,0.00191,96585,184,96493,3505148,36.29,36.29
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,35,1,0.00188,0.00188,96401,181,96310,3408655,35.36,35.36
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,36,1,0.00233,0.00233,96220,224,96108,3312344,34.42,34.42
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,37,1,0.00284,0.00283,95996,272,95860,3216236,33.5,33.5
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,38,1,0.00307,0.00306,95724,293,95578,3120376,32.6,32.6
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,39,1,0.00309,0.00308,95431,294,95284,3024799,31.7,31.7
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,40,1,0.00369,0.00368,95137,350,94962,2929515,30.79,30.79
BGR,0,S020,0,0,1,3100.18,2019,2021,1,1,41,1,0.00315,0.00314,94787,298,94638,2834553,29.9,29.9
